Bank reference,Narrative,Customer reference,TRN type,Value date,Credit amount,Debit amount,Time,Post date,Balance
TT CPMN0J7CEIRNN,TELECOM ITALIA SPARKLE S.P.A 198071G01H4G EX Rate : SAR 3.7550000 DEUTSCHE BANK SPA TRF TO:ITALY,609500,Transfer,9/12/2024,,"-199,071.33",6:00,9/12/2024,"21,223,399.18"
SAUDI ARABIAN OI,2000224039 /INV//CINV241131284425 TFR+,2000224039,Transfer,9/12/2024,"243,963.70",,22:34,9/12/2024,"21,422,470.51"
ZAFA-00047,TRANSFER FROM LOUIS BERGER LOUIS BERGER SUPPLIER PAYMENT INV,NONREF,Transfer,8/12/2024,"6,107.68",,20:08,8/12/2024,"21,178,506.81"
YRTI-90427,LP IPSP2400KTXGR JAWA HUMAN RESOURCES CO SA4080000273608010498426 Alrajhi Bank RIYADH 20241208SARJHIRJHI6BOPF11544492258 08DEC24 15:44:18,NONREF,Transfer,8/12/2024,"13,800.00",,15:44,8/12/2024,"21,172,399.13"
9001X86F4VC5,IBIS YANBU HOTEL (BR) TFR+ SALAM INTERNET,INTERNET PAYMENT,Transfer,8/12/2024,"24,684.75",,15:04,8/12/2024,"21,158,599.13"
2.32683E+15,ؤسسة كأس العالم للرياضات الالكترون لعالم للرياضات الالكترون أخرى / شخصي TFR+ CONTRACT ESP-05-050524 INV2409 RIYAD BANK HEAD OFFICE RIYADH EX Rate : SAR 1.0000000,NONREF,Transfer,8/12/2024,"483,432.32",,14:52,8/12/2024,"21,133,914.38"
010141208H774486,HOTEL CROWN PLAZA ALRAYYAD ALWAHAH HOTEL CROWN PLAZA ALRAYY OCT24 TELL DEC24 TFR+ SAUDI INVESTMENT BANK RIYADH EX Rate : SAR 1.0000000 0101 753654 001,NONREF,Transfer,8/12/2024,"20,700.00",,14:23,8/12/2024,"20,650,482.06"
5.00003E+11,KUN SPORTS COMPANY TFR+ AL RAJHI BANKING AND INV T CORP HEAD OFFICE RIYADH EX Rate : SAR 1.0000000 SA1780000577608010071002 TRF FROM:SAUDI ARABIA,NONREF,Transfer,8/12/2024,"100,000.00",,14:13,8/12/2024,"20,629,782.06"
YRTI-85819,LP IPSP2400KTM9R AHMED MOHAMED SALEH BAES SA5655000000003053908327 Banque Saudi Fransi RIYADH 20241208SABSFRBSFR6BCFT11402056591 08DEC24 14:02:56,NONREF,Transfer,8/12/2024,"6,900.00",,14:02,8/12/2024,"20,529,782.06"
YRTI-83633,LP IPSP2400KTGLT ORBITS COMMUNICATION COM SA6620000001573564379940 Riyad Bank RIYADH 20241208SARIBLRIBL6BTMS11314279057 08DEC24 13:15:05,NONREF,Transfer,8/12/2024,156,,13:15,8/12/2024,"20,522,882.06"
946683430951ZTDQ,ؤسسة حلول الافاق للاتصالات و تقنية الافاق للاتصالات و تقنية Real Estate/Utilities TFR+ سداد فاتورة رقم RIYAD BANK HEAD OFFICE RIYADH EX Rate : SAR 1.0000000,NONREF,Transfer,8/12/2024,"22,356.00",,12:51,8/12/2024,"20,522,726.06"
EPHR98124343H1RF,AHMED MOHAMED SALEH BAESHEN and CO AHMED MOHAMED SALEH BAES Various Invoices Payment TFR+ BANQUE SAUDI FRANSI HEAD OFFICE RIYADH EX Rate : SAR 1.0000000 SA5655000000003053908327,NONREF,Transfer,8/12/2024,"82,505.27",,12:43,8/12/2024,"20,500,370.06"
EBP4-04075,SADAD REFUND SABBSARI6202412051340391 SADAD:45390611 SABBSARI6202412051340391529,NONREF,Transfer,8/12/2024,650,,0:00,8/12/2024,"20,417,864.79"
ECOF41208H000482,INTERNATIONAL HOSPITALS CON CO. LTD INTERNATIONAL HOSPITALS Operational Expenses TFR+ BANK AL-JAZIRA HEAD OFFICE JEDDAH EX Rate : SAR 1.0000000 SA0560000000840283028001,NONREF,Transfer,8/12/2024,"7,935.00",,12:22,8/12/2024,"20,417,214.79"
NCBK82424343AOIC,ركة حمد بن عبدالله بن سليمان المني عبدالله بن سليمان المني مصاريف تشغيل TFR+ فواتير خدمات NATIONAL COMMERCIAL BANK NATIONAL COMMERCIAL BANK EX Rate : SAR 1.0000000,NONREF,Transfer,8/12/2024,"18,030.85",,12:15,8/12/2024,"20,409,279.79"
YRTI-80478,LP IPSP2400KT8R5 AL MURJAN MEDICAL CENTER SA4230400108095589030075 Arab National Bank RIYADH 20241208SAARNBARNB1B60111157968005 08DEC24 11:57:49,NONREF,Transfer,8/12/2024,"15,962.07",,11:57,8/12/2024,"20,391,248.94"
010141207H773373,MOHAMMED SAAD ALBAWARDY AND SONS CO TFR+ California Resort SAUDI INVESTMENT BANK RIYADH EX Rate : SAR 1.0000000 0138 588802 004 TRF FROM:SAUDI ARABIA,NONREF,Transfer,8/12/2024,"85,836.00",,11:45,8/12/2024,"20,375,286.87"
NCBK82424340BAPO,MERIDIEN MAKKAH TFR+ Operational Maintenance NATIONAL COMMERCIAL BANK NATIONAL COMMERCIAL BANK EX Rate : SAR 1.0000000 86300001044305 TRF FROM:SAUDI ARABIA,NONREF,Transfer,8/12/2024,"239,997.57",,11:10,8/12/2024,"20,289,450.87"
200GTSA243400618,MOHD Y NAGHI MOTR(R) TFR+ GULF INTERNATIONAL BANK BSC RIYADH EX Rate : SAR 1.0000000 SA0890000000020000004538 TRF FROM:SAUDI ARABIA,NONREF,Transfer,8/12/2024,"411,889.20",,11:07,8/12/2024,"20,049,453.30"
NCBK82424343AKIK,النقابه العامه للسيارات مصاريف تشغيل TFR+ فواتير خدمات NATIONAL COMMERCIAL BANK NATIONAL COMMERCIAL BANK EX Rate : SAR 1.0000000 01215000000202 TRF FROM:SAUDI ARABIA,NONREF,Transfer,8/12/2024,"53,970.00",,9:46,8/12/2024,"19,637,564.10"
1604FT24340XKQ5J,INFOBIP CO INV241011264297 TFR+ SETTLEMENT OF BILL ALINMA BANK ALINMA BANK EX Rate : SAR 1.0000000 SA6805000068202039931000 TRF FROM:SAUDI ARABIA,NONREF,Transfer,8/12/2024,"79,184.40",,9:42,8/12/2024,"19,583,594.10"
1604FT243402ZQ2V,INFOBIP CO INV241111283911 TFR+ SETTLEMENT OF BILL ALINMA BANK ALINMA BANK EX Rate : SAR 1.0000000 SA6805000068202039931000 TRF FROM:SAUDI ARABIA,NONREF,Transfer,8/12/2024,"79,184.40",,9:40,8/12/2024,"19,504,409.70"
NCBK55724340AKNP,"GLOBEMED Buying Goods TFR+ NATIONAL COMMERCIAL BANK NATIONAL COMMERCIAL BANK EX Rate : SAR 1.0000000 71100006166403 TRF FROM:SAUDI ARABIA 11 ST,11 DIST,1144ZIPCode,RIYADH,KS",NONREF,Transfer,8/12/2024,"163,205.70",,9:39,8/12/2024,"19,425,225.30"
996CT289XE000115,S. A. PARSONS LTD /Bulk Sarie Payments/ TFR+ NATIONAL COMMERCIAL BANK NATIONAL COMMERCIAL BANK EX Rate : SAR 1.0000000 95400005556101 TRF FROM:SAUDI ARABIA CIF-67963529000009,NONREF,Transfer,8/12/2024,"124,978.17",,9:24,8/12/2024,"19,262,019.60"
LP CPMN2W7ZUIRN,"CHARGES SAR 7.00 898571F01RRH T CORP BR 161 JEDDAH TOTAL VAT SAR1,05 ON CHARGE AMOUNT SAR7,",609508,Charges,8/12/2024,,-8.05,1:30,8/12/2024,"19,137,041.43"
LP CPMN2W7ZUIRN,MOHAMMED A. ABDULHALIM A. JABER 898571F01RRH CASH WORKING FUND AL RAJHI BANKING AND INV T CORP BR 161 JEDDAH EX Rate : SAR 1.0000000 AL RAJHI BANKING AND INV,609508,Transfer,8/12/2024,,"-6,567.79",1:30,8/12/2024,"19,137,049.48"
LP CPMN2W7ZTIRN,"CHARGES SAR 7.00 277571G006N7 DOLLAR CLEARING A/C JEDD AH TOTAL VAT SAR1,05 ON CHARGE AMOUNT SAR7,",12588,Charges,8/12/2024,,-8.05,1:30,8/12/2024,"19,143,617.27"
LP CPMN2W7ZTIRN,ALNAFITHA INTERNATIONAL INFO. TEC. 277571G006N7 BANK AL-JAZIRA DOLLAR CLEARING A/C JEDD AH EX Rate : SAR 1.0000000 BANK AL-JAZIRA TRF TO:SAUDI ARABIA,12588,Transfer,8/12/2024,,"-1,000,000.00",1:30,8/12/2024,"19,143,625.32"
LP CPMN2W7ZSIRN,"CHARGES SAR 7.00 655471F01JL3 ALINMA BANK TOTAL VAT SAR1,05 ON CHARGE AMOUNT SAR7,",609537,Charges,8/12/2024,,-8.05,1:30,8/12/2024,"20,143,625.32"
LP CPMN2W7ZSIRN,EXPERT SYSTEMS TRADING COMPANY 655471F01JL3 ALINMA BANK ALINMA BANK EX Rate : SAR 1.0000000 ALINMA BANK TRF TO:SAUDI ARABIA,609537,Transfer,8/12/2024,,"-136,689.00",1:30,8/12/2024,"20,143,633.37"
LP CPMN2W7ZRIRN,"CHARGES SAR 7.00 486571F0201D THE NATIONAL COMMERCIAL BANK TOTAL VAT SAR1,05 ON CHARGE AMOUNT SAR7,",FIN SETT 4356858,Charges,8/12/2024,,-8.05,1:30,8/12/2024,"20,280,322.37"
LP CPMN2W7ZRIRN,ARIJ OSAMA K HAWARI 486571F0201D NATIONAL COMMERCIAL BANK THE NATIONAL COMMERCIAL BANK EX Rate : SAR 1.0000000 NATIONAL COMMERCIAL BANK TRF TO:SAUDI ARABIA,FIN SETT 4356858,Transfer,8/12/2024,,"-128,051.00",1:30,8/12/2024,"20,280,330.42"
LP CPMN2W7ZQIRN,"CHARGES SAR 7.00 262471G01EZ7 ALINMA BANK TOTAL VAT SAR1,05 ON CHARGE AMOUNT SAR7,",609363,Charges,8/12/2024,,-8.05,1:30,8/12/2024,"20,408,381.42"
LP CPMN2W7ZQIRN,DUNCAN AND ROSS ARABIA MANAGEMENT 262471G01EZ7 ALINMA BANK ALINMA BANK EX Rate : SAR 1.0000000 ALINMA BANK TRF TO:SAUDI ARABIA,609363,Transfer,8/12/2024,,"-446,649.42",1:30,8/12/2024,"20,408,389.47"
LP CPMN2W7ZPIRN,"CHARGES SAR 7.00 312371F00GTO THE NATIONAL COMMERCIAL BANK TOTAL VAT SAR1,05 ON CHARGE AMOUNT SAR7,",609438,Charges,8/12/2024,,-8.05,1:30,8/12/2024,"20,855,038.89"
LP CPMN2W7ZPIRN,مؤسسة ابراج اﻻتصاﻻت للمقاوﻻت 312371F00GTO /RFB/ITC INVOICE PAYMENT NATIONAL COMMERCIAL BANK THE NATIONAL COMMERCIAL BANK EX Rate : SAR 1.0000000 NATIONAL COMMERCIAL BANK,609438,Transfer,8/12/2024,,"-284,107.50",1:30,8/12/2024,"20,855,046.94"
LP CPMN2W7ZOIRN,"CHARGES SAR 7.00 187171G004E8 KING ABDUL AZIZ ST ALHOB AR TOTAL VAT SAR1,05 ON CHARGE AMOUNT SAR7,",609557,Charges,8/12/2024,,-8.05,1:30,8/12/2024,"21,139,154.44"
LP CPMN2W7ZOIRN,HUAWEI TECH. INVESTMENT SAUDI ARABI 187171G004E8 /RFB/ITC INVOICE PAYMENT ARAB NATIONAL BANK KING ABDUL AZIZ ST ALHOB AR EX Rate : SAR 1.0000000 ARAB NATIONAL BANK,609557,Transfer,8/12/2024,,"-5,000,000.00",1:30,8/12/2024,"21,139,162.49"
LP CPMN2W7ZNIRN,"CHARGES SAR 7.00 212171F01IGH T CORP BR 161 JEDDAH TOTAL VAT SAR1,05 ON CHARGE AMOUNT SAR7,",609524,Charges,8/12/2024,,-8.05,1:30,8/12/2024,"26,139,162.49"
LP CPMN2W7ZNIRN,شركة برق اﻻولى المحدودة 212171F01IGH AL RAJHI BANKING AND INV T CORP BR 161 JEDDAH EX Rate : SAR 1.0000000 AL RAJHI BANKING AND INV T CORP,609524,Transfer,8/12/2024,,"-561,090.15",1:30,8/12/2024,"26,139,170.54"
LP CPMN2W7ZMIRN,"CHARGES SAR 7.00 046271F01XW1 CORP OPS DIV RIYADH TOTAL VAT SAR1,05 ON CHARGE AMOUNT SAR7,",FIN SETT 4356205,Charges,8/12/2024,,-8.05,1:30,8/12/2024,"26,700,260.69"
LP CPMN2W7ZMIRN,KHALID FAWAZ MOHAMMED ALZAEDI 046271F01XW1 BANQUE SAUDI FRANSI CORP OPS DIV RIYADH EX Rate : SAR 1.0000000,FIN SETT 4356205,Transfer,8/12/2024,,"-20,794.00",1:30,8/12/2024,"26,700,268.74"
LP CPMN2W7ZLIRN,"CHARGES SAR 7.00 154371F01OLG THE NATIONAL COMMERCIAL BANK TOTAL VAT SAR1,05 ON CHARGE AMOUNT SAR7,",609410,Charges,8/12/2024,,-8.05,1:30,8/12/2024,"26,721,062.74"
LP CPMN2W7ZLIRN,طاقم اﻷعمال 154371F01OLG NATIONAL COMMERCIAL BANK THE NATIONAL COMMERCIAL BANK EX Rate : SAR 1.0000000 NATIONAL COMMERCIAL BANK TRF TO:SAUDI ARABIA,609410,Transfer,8/12/2024,,"-436,839.00",1:30,8/12/2024,"26,721,070.79"
LP CPMN2W7ZKIRN,"CHARGES SAR 7.00 181971G00UNN DOLLAR CLEARING A/C JEDD AH TOTAL VAT SAR1,05 ON CHARGE AMOUNT SAR7,",609561,Charges,8/12/2024,,-8.05,1:30,8/12/2024,"27,157,909.79"
LP CPMN2W7ZKIRN,CENTER FOR GOVERNANCE LLC 181971G00UNN BANK AL-JAZIRA DOLLAR CLEARING A/C JEDD AH EX Rate : SAR 1.0000000 BANK AL-JAZIRA TRF TO:SAUDI ARABIA,609561,Transfer,8/12/2024,,"-128,340.00",1:30,8/12/2024,"27,157,917.84"
LP CPMN2W7ZIIRN,"CHARGES SAR 7.00 034271G004FK HEAD OFFICE RIYADH TOTAL VAT SAR1,05 ON CHARGE AMOUNT SAR7,",609382,Charges,8/12/2024,,-8.05,1:30,8/12/2024,"27,286,257.84"
LP CPMN2W7ZIIRN,ALMOKALIDCONTR TRDLTDCO 034271G004FK RIYAD BANK HEAD OFFICE RIYADH EX Rate : SAR 1.0000000 RIYAD BANK TRF TO:SAUDI ARABIA,609382,Transfer,8/12/2024,,"-263,282.24",1:30,8/12/2024,"27,286,265.89"
YRTI-49600,LP IPSP2400KRLAI JAWDAH INDUSTRIAL CO. SA2465000000101156585001 The Saudi Investment Ban k RIYADH 20241207SASIBCSIBC6BCIB11557193977 07DEC24 15:57:43,NONREF,Transfer,8/12/2024,"9,664.82",,15:57,8/12/2024,"27,549,548.13"
SAUDI ARABIAN OI,2000214994 /INV//CNV240831249744 TFR+,2000214994,Transfer,8/12/2024,"63,806.60",,23:36,8/12/2024,"27,539,883.31"
LP IPSP2400KODJE,"20241205SASABBSABB6BNET11927398013 TOT CHG SAR 1.00 NATIONAL COMMERCIAL BANK NATIONAL COMMERCIAL BANK VATABLE SAR 1.00 VAT AMT SAR 0.15 STANDARD RATE AT 000000000000015 TOTAL VAT SAR0,15 ON CHARGE AMOUNT SAR1,",FIN SETT 4356853,Charges,5/12/2024,,-1.15,19:27,5/12/2024,"27,476,076.71"
LP IPSP2400KODJE,YARA YASSER SULAIMAN ALAMMAR 20241205SASABBSABB6BNET11927398013 SA8610000074500001863401NATIONAL COMMERCIAL BANK NATIONAL COMMERCIAL BANKEX Rate SAR 1.0000000,FIN SETT 4356853,Transfer,5/12/2024,,"-8,665.00",19:27,5/12/2024,"27,476,077.86"
347371F0015M,AL SHARIF ABDULLA 050-319557-001,MANUAL 4356201,Transfer,5/12/2024,,"-17,415.62",19:26,5/12/2024,"27,484,742.86"
289071F01MXS,ELAF MED LTD 804-039139-003 /RFB/ITC INVOICE PAYMENT,609289,Transfer,5/12/2024,,"-208,444.40",19:24,5/12/2024,"27,502,158.48"
059071G00Q2X,TATA CONSULTANCY SERVICE 003-520111-001,609188,Transfer,5/12/2024,,"-2,061,334.18",19:24,5/12/2024,"27,710,602.88"
946683400951ZKB2,ركة التلال للحديد المحدودة شركة شخ للحديد المحدودة شركة شخ purchase/Products/Goods TFR+ RIYAD BANK HEAD OFFICE RIYADH EX Rate : SAR 1.0000000 SA6020000001571792309940,NONREF,Transfer,5/12/2024,"23,625.60",,15:57,5/12/2024,"29,771,937.06"
NCBK82424340AXCV,شركة شبكة صحارى TFR+ فواتير خدمات NATIONAL COMMERCIAL BANK NATIONAL COMMERCIAL BANK EX Rate : SAR 1.0000000 65911762000101 TRF FROM:SAUDI ARABIA,NONREF,Transfer,5/12/2024,"229,960.00",,15:36,5/12/2024,"29,748,311.46"
946683400951ZJPK,ركة مدارات التواصل للاتصالات وتقني التواصل للاتصالات وتقني اتير / مصروفات / مشتريات TFR+ من حكم التسوية القضااية الدفعة رقم RIYAD BANK HEAD OFFICE RIYADH,NONREF,Transfer,5/12/2024,"41,816.00",,14:53,5/12/2024,"29,518,351.46"
NCBK82424340AVFS,ليه الغد الدوليه للعلوم الطبيه الت لدوليه للعلوم الطبيه الت مصاريف تشغيل TFR+ فواتير خدمات NATIONAL COMMERCIAL BANK NATIONAL COMMERCIAL BANK EX Rate : SAR 1.0000000,NONREF,Transfer,5/12/2024,"70,000.00",,14:46,5/12/2024,"29,476,535.46"
5.00003E+11,UNICHARM GULF HYGIENIC INDUSTRIES TFR+ AL RAJHI BANKING AND INV T CORP HEAD OFFICE RIYADH EX Rate : SAR 1.0000000 SA5880000362608014488888 TRF FROM:SAUDI ARABIA,NONREF,Transfer,5/12/2024,"65,550.00",,13:48,5/12/2024,"29,406,535.46"
BTPJ-00354,20241205134553 2019702154BLR:090SVR:003 SADAD:5647082442,LIST 109,Transfer,5/12/2024,,-650,13:45,5/12/2024,"29,340,985.46"
BTPX-00355,20241205134546 2558708513BLR:090SVR:003 SADAD:5647082283,LIST 109,Transfer,5/12/2024,,-650,13:45,5/12/2024,"29,341,635.46"
BTPJ-00353,20241205134539 2008295988BLR:090SVR:003 SADAD:5647082132,LIST 109,Transfer,5/12/2024,,-650,13:45,5/12/2024,"29,342,285.46"
BTPV-00349,20241205134347 2023469790BLR:090SVR:007 SADAD:5647079943,LIST 109,Transfer,5/12/2024,,"-6,000.00",13:43,5/12/2024,"29,342,935.46"
946683400951ZHRB,ركة سكيم السعودية العربية شركة شخص لسعودية العربية شركة شخص Purchase/expenses/Utilit TFR+ MULTIPLE INVS INV0005931 RIYAD BANK HEAD OFFICE RIYADH,NONREF,Transfer,5/12/2024,"220,777.55",,13:42,5/12/2024,"29,348,935.46"
BTPX-00339,20241205134041 2470590874BLR:090SVR:003 SADAD:5647070685,LIST 109,Transfer,5/12/2024,,-163,13:40,5/12/2024,"29,128,157.91"
BTPU-00340,20241205134040 2262608520BLR:090SVR:003 SADAD:5647072250,LIST 109,Transfer,5/12/2024,,-163,13:40,5/12/2024,"29,128,320.91"
5.00003E+11,A B V ROCK GROUP COMPANY INTB0230609265040988716E TFR+ AL RAJHI BANKING AND INV T CORP HEAD OFFICE RIYADH EX Rate : SAR 1.0000000 SA9680000504608010988716 TRF FROM:SAUDI ARABIA,NONREF,Transfer,5/12/2024,"200,000.00",,13:20,5/12/2024,"29,128,483.91"
6.55758E+15,YANBU ARAMCO SINOPEC REF TFR+,1.00015E+15,Transfer,5/12/2024,"36,960.00",,13:16,5/12/2024,"28,928,483.91"
6.55758E+15,YANBU ARAMCO SINOPEC REF TFR+,1.00015E+15,Transfer,5/12/2024,"1,016.40",,13:16,5/12/2024,"28,891,523.91"
YRTI-18952,LP IPSP2400KN2MX COMPANY SHOMAH LIMITED SA2280000343608016199917 Alrajhi Bank RIYADH 20241205SARJHIRJHI6BOPF11205889951 05DEC24 12:05:21,NONREF,Transfer,5/12/2024,"5,985.75",,12:05,5/12/2024,"28,890,507.51"
946683400951ZG9M,الجامعة العربية المفتوحة لراتب والمزايا / مصروفات TFR+ انترنت RIYAD BANK HEAD OFFICE RIYADH EX Rate : SAR 1.0000000 SA1320000002330745709945 TRF FROM:SAUDI ARABIA,NONREF,Transfer,5/12/2024,"180,072.75",,11:26,5/12/2024,"28,884,521.76"
946683390951ZCD5,شركة سعيد البقشي للحاسب الالي سعيد البقشي للحاسب الالي Purchase/expenses/Produc TFR+ RIYAD BANK HEAD OFFICE RIYADH EX Rate : SAR 1.0000000 SA7620000003420209859950,NONREF,Transfer,5/12/2024,"123,993.00",,9:57,5/12/2024,"28,704,449.01"
NCBK82424339ASTH,ركه اميال العطاء التجاريه المحدوده العطاء التجاريه المحدوده Operating Expenses TFR+ Service/Utility Bills NATIONAL COMMERCIAL BANK NATIONAL COMMERCIAL BANK EX Rate : SAR 1.0000000,NONREF,Transfer,5/12/2024,"8,750.00",,9:47,5/12/2024,"28,580,456.01"
1604FT24339X91TL,LP CPMN2VU43IRN /DIFF/SABBREM2433900DV,1604FT24339X91TL,Transfer,5/12/2024,290,,9:36,5/12/2024,"28,571,706.01"
EXTN98024339TCY8,LP CPMN2VU4CIRN /INVA/SABBREM2433900DR,EXTN98024339TCY8,Transfer,5/12/2024,290,,9:35,5/12/2024,"28,571,416.01"
P132323641EBPLUS,"SAED INTERNATIONAL FOR ISTIGDAM CO SAED INTERNATIONAL FOR I COMPANIES FOR OTHER PURP TFR+ Payment to Integrates Telecom Compa ny against Invoices 24102125 2409212548721, 240921254875 under P ARAB NATIONAL BANK",NONREF,Transfer,5/12/2024,"64,035.45",,9:29,5/12/2024,"28,571,126.01"
FT24339Y00Z8,1/FIRST ABU DHABI BANK 7702 King fa 1/FIRST ABU DHABI BANK 7 /OPERATIONAL EXPENSES/MI TFR+ FIRST ABU DHABI BANK - K SA FIRST ABU DHABI BANK - K SA,NONREF,Transfer,5/12/2024,"47,868.75",,9:00,5/12/2024,"28,507,090.56"
YRTI-10523,LP IPSP2400KMM5Q الواسع لتقنية المعلومات SA1010000010181015000102 Saudi National Bank JEDDAH 20241205SANCBKNCBK6B82410847567972 05DEC24 08:47:54,NONREF,Transfer,5/12/2024,"18,545.56",,8:47,5/12/2024,"28,459,221.81"
BTBX-00289,FROM AL ELM INFORMATION BTB- BTBX00289241204 ADVANCE PAYMENT,2024024930,Transfer,5/12/2024,"78,453.52",,0:00,5/12/2024,"28,440,676.25"
LP CPMN2VXSOIRN,"CHARGES SAR 7.00 655971E00KYJ HEAD OFFICE RIYADH TOTAL VAT SAR1,05 ON CHARGE AMOUNT SAR7,",609545,Charges,5/12/2024,,-8.05,1:11,5/12/2024,"28,362,222.73"
LP CPMN2VXSOIRN,شركة شبكات المدن 655971E00KYJ ZAWAED AL-TAQA CONT. EST. PRE-2024/16382/009-010-11 RIYAD BANK HEAD OFFICE RIYADH EX Rate : SAR 1.0000000 RIYAD BANK,609545,Transfer,5/12/2024,,"-120,750.00",1:11,5/12/2024,"28,362,230.78"
9.3722E+15,OLIVER WYMAN LIMITED TFR+,9.66005E+12,Transfer,5/12/2024,"103,186.90",,22:33,5/12/2024,"28,482,980.78"
3.7521E+15,OLIVER WYMAN LIMITED TFR+,9.66005E+12,Transfer,5/12/2024,"43,558.17",,22:30,5/12/2024,"28,379,793.88"
1.4572E+15,OLIVER WYMAN LIMITED TFR+,9.66005E+12,Transfer,5/12/2024,"96,995.60",,22:30,5/12/2024,"28,336,235.71"
2.06817E+15,JACOBS COMPANY TFR+,1.3418E+15,Transfer,5/12/2024,"57,500.00",,22:30,5/12/2024,"28,239,240.11"
SAUDI ARABIAN OI,2000210382 /INV//CINV241031273059 TFR+,2000210382,Transfer,5/12/2024,"578,742.10",,22:27,5/12/2024,"28,181,740.11"
ZAD1-50002,CINV24091127 12SEP2024 BS00199467 I24000634H I24000634H,NONREF,Transfer,4/12/2024,"1,242,905.52",,20:04,4/12/2024,"27,602,998.01"
900414INTNDX,WORLEY PARSONS ARABIA LT TFR+ SALAM-ITC/INV/PO''WAL-619/ITC MONTH,PAYMENT NO-2308,Transfer,4/12/2024,"38,197.25",,18:27,4/12/2024,"26,360,092.49"
4.88746E+15,OLIVER WYMAN LIMITED TFR+,9.66005E+12,Transfer,4/12/2024,"43,707.67",,16:41,4/12/2024,"26,321,895.24"
5.00003E+11,MUEEN HUMAN RESOURCES INTB0163974495040110550E TFR+ AL RAJHI BANKING AND INV T CORP HEAD OFFICE RIYADH EX Rate : SAR 1.0000000 SA9280000504608010110550 TRF FROM:SAUDI ARABIA,NONREF,Transfer,4/12/2024,"30,377.25",,16:04,4/12/2024,"26,278,187.57"
946683390951ZB74,الشركة السعودية لتبادل المعلومات لسعودية لتبادل المعلومات أخرى / مشتريات TFR+ 00 48 49 50 51 52 53 54 55 58 RIYAD BANK HEAD OFFICE RIYADH,NONREF,Transfer,4/12/2024,"3,001,901.87",,15:27,4/12/2024,"26,247,810.32"
FT24339047209654,SAR166350001 SETTLEMENT OF BILLS TFR+ INV241011279314U BANK AL BILAD BANK AL BILAD EX Rate : SAR 1.0000000 TRF FROM:SAUDI ARABIA,NONREF,Transfer,4/12/2024,"464,025.00",,15:22,4/12/2024,"23,245,908.45"
YRTI-28541,LP IPSP2400KKW0P world hotel hospitality SA2080000139608016214615 Alrajhi Bank RIYADH 20241204SARJHIRJHI6BOPF11508141087 04DEC24 15:08:15,NONREF,Transfer,4/12/2024,"4,826.55",,15:08,4/12/2024,"22,781,883.45"
188971F01P0I,CAREEM DELEVERIES CO TFR+,GTG-INTEGRATED,Transfer,4/12/2024,"273,931.84",,14:33,4/12/2024,"22,777,056.90"
ECOF41204H000521,ASCENDING PATHS CONTRACTING CO ASCENDING PATHS CONTRACT مصاريف تشغيلية TFR+ 0239 9839سداد الفوا تير BANK AL-JAZIRA HEAD OFFICE JEDDAH EX Rate : SAR 1.0000000,NONREF,Transfer,4/12/2024,"28,290.00",,13:42,4/12/2024,"22,503,125.06"
205071E01IVL,ARABIAN COMPANY FOR AGRC TFR+,INVPAID,Transfer,4/12/2024,"24,561.78",,13:29,4/12/2024,"22,474,835.06"
446971900IRE,"EDARAT CO TFR+ INV231211157692, INV241011197075 INV241011191621",SETTLEMENTS,Transfer,4/12/2024,"14,053.00",,12:08,4/12/2024,"22,450,273.28"
EBBZ-02675,FROM TALAL ABU GHAZALEH يد مستحق لشركة اﻻتصاﻻت المتكاملة,NONREF,Transfer,4/12/2024,"3,450.00",,11:49,4/12/2024,"22,436,220.28"
BTPU-00150,15460601667602 050 15460601667602 SADAD:5644515970,LIST 109,Transfer,4/12/2024,,"-8,500.00",11:19,4/12/2024,"22,432,770.28"
BTPP-00152,19460601752593 050 19460601752593 SADAD:5644515902,LIST 109,Transfer,4/12/2024,,"-4,850.00",11:19,4/12/2024,"22,441,270.28"
BTPM-00150,16460601707473 050 16460601707473 SADAD:5644515856,LIST 109,Transfer,4/12/2024,,"-8,500.00",11:19,4/12/2024,"22,446,120.28"
BTPA-00151,10460501491658 050 10460501491658 SADAD:5644515467,LIST 109,Transfer,4/12/2024,,"-2,425.00",11:19,4/12/2024,"22,454,620.28"
BTPY-00150,17460501491899 050 17460501491899 SADAD:5644515441,LIST 109,Transfer,4/12/2024,,"-2,425.00",11:19,4/12/2024,"22,457,045.28"
BTPW-00152,179400 259 179400 SADAD:5644513856,LIST 109,Transfer,4/12/2024,,-638,11:19,4/12/2024,"22,459,470.28"
BTPU-00149,13460609743300 050 13460609743300 SADAD:5644513820,LIST 109,Transfer,4/12/2024,,"-8,500.00",11:19,4/12/2024,"22,460,108.28"
LP CPM404W06,"CHARGES SAR 7.00 9044LABZR6AT HEAD OFFICE RIYADH TOTAL VAT SAR1,05 ON CHARGE AMOUNT SAR7,",FTTH09884210,Charges,4/12/2024,,-8.05,10:55,4/12/2024,"22,468,608.28"
LP CPM404W06,BASSAM NAHLY 9044LABZR6AT BANQUE SAUDI FRANSI HEAD OFFICE RIYADH EX Rate : SAR 1.0000000,FTTH09884210,Transfer,4/12/2024,,-290,10:55,4/12/2024,"22,468,616.33"
